,Name,Price,Details,Time
1613,"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1614,"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1615,,,,
1616,,,,
1617,"
Used Ford Focus 2016
","37,800","
2,218
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1618,"
Used Ford Expedition 2014
","78,750","
83,800
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1619,"
Used Ford Expedition 2017
","126,000","
561
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1620,"
Used Ford Expedition 2012
","52,498","
82,604
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1621,"
Used Ford Fusion 2015
","45,000","
22,603
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1622,"
Used Ford Edge 2017
","124,999","
255
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1623,"
Used Ford Focus 2017
","42,000","
1,739
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1624,"
Used Ford Explorer 2013
","52,499","
165,500
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1625,"
Used Ford Expedition 2017
","149,999","
16,834
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1626,"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1627,"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1628,"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1629,"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1630,"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1631,"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1632,,,,
1633,,,,
1634,"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1635,"
Used Ford Fusion 2015
","52,500","
10,666
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1636,"
Used Ford Focus 2016
","37,800","
28,000
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1637,"
Used Lincoln MKS 2014
","93,450","
21,667
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1638,"
Used Ford Edge 2013
","41,999","
132,239
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1639,"
Used Lincoln MKT 2015
","99,999","
68,317
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1640,"
Used Ford Fusion 2015
","45,000","
115,250
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1641,"
Used Ford Expedition 2012
","52,498","
90,660
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1642,"
Used Ford Taurus 2016
","64,999","
15,276
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1643,"
Used Lincoln MKT 2013
","72,449","
72,339
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1644,"
Used Ford Taurus 2015
","56,000","
29,900
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1645,"
Used Ford Expedition 2012
","52,498","
116,963
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1646,"
Used Ford Ranger 2016
","60,900","
35,511
Manual
2016
","
Updated on  Feb 18, 2021 
"
1647,"
Used Ford Focus 2016
","37,800","
2,218
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1648,"
Used Ford Expedition 2014
","78,750","
83,800
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1649,,,,
1650,,,,
1651,"
Used Ford Edge 2014
","59,999","
56,723
Automatic
2014
","
Updated on  Feb 18, 2021 
"
1652,"
Used Ford Expedition 2017
","126,000","
561
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1653,"
Used Ford Edge 2017
","120,750","
4,483
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1654,"
Used Ford Edge 2012
","57,750","
71,188
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1655,"
Used Ford Expedition 2012
","52,498","
82,604
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1656,"
Used Ford Fusion 2015
","45,000","
22,603
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1657,"
Used Ford Edge 2017
","124,999","
255
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1658,"
Used Ford Expedition 2017
","165,999","
1,243
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1659,"
Used Ford Focus 2017
","42,000","
1,739
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1660,"
Used Ford Expedition 2012
","52,500","
118,300
Automatic
2012
","
Updated on  Feb 18, 2021 
"
1661,"
Used Ford Expedition 2017
","149,999","
16,834
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1662,"
Used Ford Explorer 2013
","52,499","
165,500
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1663,"
Used Ford Taurus 2017
","142,800","
7,000
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1664,"
Used Ford Edge 2017
","111,300","
21
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1665,"
Used Ford Edge 2017
","134,999","
4,422
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1666,,,,
1667,,,,
1668,"
Used Ford Taurus 2017
","99,999","
22,114
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1669,"
Used Ford Edge 2017
","134,999","
335
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1670,"
Used Ford Edge 2017
","134,999","
2,774
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1671,"
Used Ford Edge 2017
","129,999","
727
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1672,"
Used Ford Edge 2017
","134,999","
1,682
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1673,"
Used Ford Mustang 2017
","189,000","
15,878
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1674,"
Used Ford Expedition 2017
","155,999","
2,129
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1675,"
Used Ford Expedition 2013
","54,999","
92,409
Automatic
2013
","
Updated on  Feb 18, 2021 
"
1676,"
Used Lincoln MKX 2016
","167,999","
35,667
Automatic
2016
","
Updated on  Feb 18, 2021 
"
1677,"
Used Ford Expedition 2015
","73,499","
92,823
Automatic
2015
","
Updated on  Feb 18, 2021 
"
1678,"
Used Ford Edge 2017
","100,500","
1,130
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1679,"
Used Ford Ranger 2011
","22,999","
90,033
Manual
2011
","
Updated on  Feb 18, 2021 
"
1680,"
Used Ford Expedition 2017
","142,999","
1,218
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1681,"
Used Ford Edge 2017
","109,999","
361
Automatic
2017
","
Updated on  Feb 18, 2021 
"
1682,"
Used Ford Mustang 2017
","156,000","
7,796
Automatic
2017
","
Updated on  Feb 18, 2021 
"
